part_number;SKU;descricao;GALVANIZA?;tipo_de_material;custo
5050500360;GAL;GALPAO RL360 LONA 2A - 45X195X06M;não;(FERT) PRODUTO ACABADO;0
5050500361;GAL;GALPAO RL360 LONA 2A - 45X200X06M;não;(FERT) PRODUTO ACABADO;0
5050500362;GAL;GALPAO RL360 LONA 2A - 50X010X06M;não;(FERT) PRODUTO ACABADO;0
5050500363;GAL;GALPAO RL360 LONA 2A - 50X015X06M;não;(FERT) PRODUTO ACABADO;0
5050500364;GAL;GALPAO RL360 LONA 2A - 50X020X06M;não;(FERT) PRODUTO ACABADO;0
5050500365;GAL;GALPAO RL360 LONA 2A - 50X025X06M;não;(FERT) PRODUTO ACABADO;0
5050500366;GAL;GALPAO RL360 LONA 2A - 50X030X06M;não;(FERT) PRODUTO ACABADO;0
5050500367;GAL;GALPAO RL360 LONA 2A - 50X035X06M;não;(FERT) PRODUTO ACABADO;0
5050500368;GAL;GALPAO RL360 LONA 2A - 50X040X06M;não;(FERT) PRODUTO ACABADO;0
5050500369;GAL;GALPAO RL360 LONA 2A - 50X045X06M;não;(FERT) PRODUTO ACABADO;0
5050500370;GAL;GALPAO RL360 LONA 2A - 50X050X06M;não;(FERT) PRODUTO ACABADO;0
5050500371;GAL;GALPAO RL360 LONA 2A - 50X055X06M;não;(FERT) PRODUTO ACABADO;0
5050500372;GAL;GALPAO RL360 LONA 2A - 50X060X06M;não;(FERT) PRODUTO ACABADO;0
5050500373;GAL;GALPAO RL360 LONA 2A - 50X065X06M;não;(FERT) PRODUTO ACABADO;0
5050500374;GAL;GALPAO RL360 LONA 2A - 50X070X06M;não;(FERT) PRODUTO ACABADO;0
5050500375;GAL;GALPAO RL360 LONA 2A - 50X075X06M;não;(FERT) PRODUTO ACABADO;0
5050500376;GAL;GALPAO RL360 LONA 2A - 50X080X06M;não;(FERT) PRODUTO ACABADO;0
5050500377;GAL;GALPAO RL360 LONA 2A - 50X085X04M;não;(FERT) PRODUTO ACABADO;0
5050500378;GAL;GALPAO RL360 LONA 2A - 50X085X06M;não;(FERT) PRODUTO ACABADO;0
5050500379;GAL;GALPAO RL360 LONA 2A - 50X090X06M;não;(FERT) PRODUTO ACABADO;0
5050500380;GAL;GALPAO RL360 LONA 2A - 50X095X06M;não;(FERT) PRODUTO ACABADO;0
5050500381;GAL;GALPAO RL360 LONA 2A - 50X100X06M;não;(FERT) PRODUTO ACABADO;0
5050500382;GAL;GALPAO RL360 LONA 2A - 50X105X06M;não;(FERT) PRODUTO ACABADO;0
5050500383;GAL;GALPAO RL360 LONA 2A - 50X110X06M;não;(FERT) PRODUTO ACABADO;0
5050500384;GAL;GALPAO RL360 LONA 2A - 50X115X06M;não;(FERT) PRODUTO ACABADO;0
5050500385;GAL;GALPAO RL360 LONA 2A - 50X120X06M;não;(FERT) PRODUTO ACABADO;0
5050500386;GAL;GALPAO RL360 LONA 2A - 50X125X06M;não;(FERT) PRODUTO ACABADO;0
5050500387;GAL;GALPAO RL360 LONA 2A - 50X130X06M;não;(FERT) PRODUTO ACABADO;0
5050500388;GAL;GALPAO RL360 LONA 2A - 50X135X06M;não;(FERT) PRODUTO ACABADO;0
5050500389;GAL;GALPAO RL360 LONA 2A - 50X140X06M;não;(FERT) PRODUTO ACABADO;0
5050500390;GAL;GALPAO RL360 LONA 2A - 50X145X06M;não;(FERT) PRODUTO ACABADO;0
5050500391;GAL;GALPAO RL360 LONA 2A - 50X150X06M;não;(FERT) PRODUTO ACABADO;0
5050500392;GAL;GALPAO RL360 LONA 2A - 50X155X06M;não;(FERT) PRODUTO ACABADO;0
5050500393;GAL;GALPAO RL360 LONA 2A - 50X160X06M;não;(FERT) PRODUTO ACABADO;0
5050500394;GAL;GALPAO RL360 LONA 2A - 50X165X06M;não;(FERT) PRODUTO ACABADO;0
5050500395;GAL;GALPAO RL360 LONA 2A - 50X170X06M;não;(FERT) PRODUTO ACABADO;0
5050500396;GAL;GALPAO RL360 LONA 2A - 50X175X06M;não;(FERT) PRODUTO ACABADO;0
5050500397;GAL;GALPAO RL360 LONA 2A - 50X180X06M;não;(FERT) PRODUTO ACABADO;0
5050500398;GAL;GALPAO RL360 LONA 2A - 50X185X06M;não;(FERT) PRODUTO ACABADO;0
5050500399;GAL;GALPAO RL360 LONA 2A - 50X190X06M;não;(FERT) PRODUTO ACABADO;0
5050500400;GAL;GALPAO RL360 LONA 2A - 50X195X06M;não;(FERT) PRODUTO ACABADO;0
5050500401;GAL;GALPAO RL360 LONA 2A - 50X200X06M;não;(FERT) PRODUTO ACABADO;0
5050500402;GAL;GALPAO RL360 LONA 2A - 7,8X030X06M;não;(FERT) PRODUTO ACABADO;0
5050500403;GAL;GALPAO RL360 LONA 2A - 8,3X036X06M;não;(FERT) PRODUTO ACABADO;0
5050500404;GAL;GALPAO RL360 LONA 2A TETO - 10X010X06M;não;(FERT) PRODUTO ACABADO;0
5050500405;GAL;GALPAO RL360 LONA 2A TETO - 10X015X06M;não;(FERT) PRODUTO ACABADO;0
5050500406;GAL;GALPAO RL360 LONA 2A TETO - 10X020X06M;não;(FERT) PRODUTO ACABADO;0
5050500407;GAL;GALPAO RL360 LONA 2A TETO - 10X025X06M;não;(FERT) PRODUTO ACABADO;0
5050500408;GAL;GALPAO RL360 LONA 2A TETO - 10X030X06M;não;(FERT) PRODUTO ACABADO;0
5050500409;GAL;GALPAO RL360 LONA 2A TETO - 10X035X06M;não;(FERT) PRODUTO ACABADO;0
5050500410;GAL;GALPAO RL360 LONA 2A TETO - 10X040X06M;não;(FERT) PRODUTO ACABADO;0
5050500411;GAL;GALPAO RL360 LONA 2A TETO - 10X045X06M;não;(FERT) PRODUTO ACABADO;0
5050500412;GAL;GALPAO RL360 LONA 2A TETO - 10X050X06M;não;(FERT) PRODUTO ACABADO;0
5050500413;GAL;GALPAO RL360 LONA 2A TETO - 10X055X06M;não;(FERT) PRODUTO ACABADO;0
5050500414;GAL;GALPAO RL360 LONA 2A TETO - 10X060X06M;não;(FERT) PRODUTO ACABADO;0
5050500415;GAL;GALPAO RL360 LONA 2A TETO - 10X065X06M;não;(FERT) PRODUTO ACABADO;0
5050500416;GAL;GALPAO RL360 LONA 2A TETO - 10X070X06M;não;(FERT) PRODUTO ACABADO;0
5050500417;GAL;GALPAO RL360 LONA 2A TETO - 10X075X06M;não;(FERT) PRODUTO ACABADO;0
5050500418;GAL;GALPAO RL360 LONA 2A TETO - 10X080X06M;não;(FERT) PRODUTO ACABADO;0
5050500419;GAL;GALPAO RL360 LONA 2A TETO - 10X085X06M;não;(FERT) PRODUTO ACABADO;0
5050500420;GAL;GALPAO RL360 LONA 2A TETO - 10X090X06M;não;(FERT) PRODUTO ACABADO;0
5050500421;GAL;GALPAO RL360 LONA 2A TETO - 10X095X06M;não;(FERT) PRODUTO ACABADO;0
5050500422;GAL;GALPAO RL360 LONA 2A TETO - 10X100X06M;não;(FERT) PRODUTO ACABADO;0
5050500423;GAL;GALPAO RL360 LONA 2A TETO - 10X105X06M;não;(FERT) PRODUTO ACABADO;0
5050500424;GAL;GALPAO RL360 LONA 2A TETO - 10X110X06M;não;(FERT) PRODUTO ACABADO;0
5050500425;GAL;GALPAO RL360 LONA 2A TETO - 10X115X06M;não;(FERT) PRODUTO ACABADO;0
5050500426;GAL;GALPAO RL360 LONA 2A TETO - 10X120X06M;não;(FERT) PRODUTO ACABADO;0
5050500427;GAL;GALPAO RL360 LONA 2A TETO - 10X125X06M;não;(FERT) PRODUTO ACABADO;0
5050500428;GAL;GALPAO RL360 LONA 2A TETO - 10X130X06M;não;(FERT) PRODUTO ACABADO;0
5050500429;GAL;GALPAO RL360 LONA 2A TETO - 10X135X06M;não;(FERT) PRODUTO ACABADO;0
5050500430;GAL;GALPAO RL360 LONA 2A TETO - 10X140X06M;não;(FERT) PRODUTO ACABADO;0
5050500431;GAL;GALPAO RL360 LONA 2A TETO - 10X145X06M;não;(FERT) PRODUTO ACABADO;0
5050500432;GAL;GALPAO RL360 LONA 2A TETO - 10X150X06M;não;(FERT) PRODUTO ACABADO;0
5050500433;GAL;GALPAO RL360 LONA 2A TETO - 10X155X06M;não;(FERT) PRODUTO ACABADO;0
5050500434;GAL;GALPAO RL360 LONA 2A TETO - 10X160X06M;não;(FERT) PRODUTO ACABADO;0
5050500435;GAL;GALPAO RL360 LONA 2A TETO - 10X165X06M;não;(FERT) PRODUTO ACABADO;0
5050500436;GAL;GALPAO RL360 LONA 2A TETO - 10X170X06M;não;(FERT) PRODUTO ACABADO;0
5050500437;GAL;GALPAO RL360 LONA 2A TETO - 10X175X06M;não;(FERT) PRODUTO ACABADO;0
5050500438;GAL;GALPAO RL360 LONA 2A TETO - 10X180X06M;não;(FERT) PRODUTO ACABADO;0
5050500439;GAL;GALPAO RL360 LONA 2A TETO - 10X185X06M;não;(FERT) PRODUTO ACABADO;0
5050500440;GAL;GALPAO RL360 LONA 2A TETO - 10X190X06M;não;(FERT) PRODUTO ACABADO;0
5050500441;GAL;GALPAO RL360 LONA 2A TETO - 10X195X06M;não;(FERT) PRODUTO ACABADO;0
5050500442;GAL;GALPAO RL360 LONA 2A TETO - 10X200X06M;não;(FERT) PRODUTO ACABADO;0
5050500443;GAL;GALPAO RL360 LONA 2A TETO - 15X010X06M;não;(FERT) PRODUTO ACABADO;0
5050500444;GAL;GALPAO RL360 LONA 2A TETO - 15X015X06M;não;(FERT) PRODUTO ACABADO;0
5050500445;GAL;GALPAO RL360 LONA 2A TETO - 15X020X06M;não;(FERT) PRODUTO ACABADO;0
5050500446;GAL;GALPAO RL360 LONA 2A TETO - 15X025X06M;não;(FERT) PRODUTO ACABADO;0
5050500447;GAL;GALPAO RL360 LONA 2A TETO - 15X030X06M;não;(FERT) PRODUTO ACABADO;0
5050500448;GAL;GALPAO RL360 LONA 2A TETO - 15X035X06M;não;(FERT) PRODUTO ACABADO;0
5050500449;GAL;GALPAO RL360 LONA 2A TETO - 15X040X06M;não;(FERT) PRODUTO ACABADO;0
5050500450;GAL;GALPAO RL360 LONA 2A TETO - 15X045X06M;não;(FERT) PRODUTO ACABADO;0
5050500451;GAL;GALPAO RL360 LONA 2A TETO - 15X050X06M;não;(FERT) PRODUTO ACABADO;0
5050500452;GAL;GALPAO RL360 LONA 2A TETO - 15X055X06M;não;(FERT) PRODUTO ACABADO;0
5050500453;GAL;GALPAO RL360 LONA 2A TETO - 15X060X06M;não;(FERT) PRODUTO ACABADO;0
5050500454;GAL;GALPAO RL360 LONA 2A TETO - 15X065X06M;não;(FERT) PRODUTO ACABADO;0
5050500455;GAL;GALPAO RL360 LONA 2A TETO - 15X070X06M;não;(FERT) PRODUTO ACABADO;0
5050500456;GAL;GALPAO RL360 LONA 2A TETO - 15X075X06M;não;(FERT) PRODUTO ACABADO;0
5050500457;GAL;GALPAO RL360 LONA 2A TETO - 15X080X06M;não;(FERT) PRODUTO ACABADO;0
5050500458;GAL;GALPAO RL360 LONA 2A TETO - 15X085X06M;não;(FERT) PRODUTO ACABADO;0
5050500459;GAL;GALPAO RL360 LONA 2A TETO - 15X090X06M;não;(FERT) PRODUTO ACABADO;0
5050500460;GAL;GALPAO RL360 LONA 2A TETO - 15X095X06M;não;(FERT) PRODUTO ACABADO;0
5050500461;GAL;GALPAO RL360 LONA 2A TETO - 15X100X06M;não;(FERT) PRODUTO ACABADO;0
5050500462;GAL;GALPAO RL360 LONA 2A TETO - 15X105X06M;não;(FERT) PRODUTO ACABADO;0
5050500463;GAL;GALPAO RL360 LONA 2A TETO - 15X110X06M;não;(FERT) PRODUTO ACABADO;0
5050500464;GAL;GALPAO RL360 LONA 2A TETO - 15X115X06M;não;(FERT) PRODUTO ACABADO;0
5050500465;GAL;GALPAO RL360 LONA 2A TETO - 15X120X06M;não;(FERT) PRODUTO ACABADO;0
5050500466;GAL;GALPAO RL360 LONA 2A TETO - 15X125X06M;não;(FERT) PRODUTO ACABADO;0
5050500467;GAL;GALPAO RL360 LONA 2A TETO - 15X130X06M;não;(FERT) PRODUTO ACABADO;0
5050500468;GAL;GALPAO RL360 LONA 2A TETO - 15X135X06M;não;(FERT) PRODUTO ACABADO;0
5050500469;GAL;GALPAO RL360 LONA 2A TETO - 15X140X06M;não;(FERT) PRODUTO ACABADO;0
5050500470;GAL;GALPAO RL360 LONA 2A TETO - 15X145X06M;não;(FERT) PRODUTO ACABADO;0
5050500471;GAL;GALPAO RL360 LONA 2A TETO - 15X150X06M;não;(FERT) PRODUTO ACABADO;0
5050500472;GAL;GALPAO RL360 LONA 2A TETO - 15X155X06M;não;(FERT) PRODUTO ACABADO;0
5050500473;GAL;GALPAO RL360 LONA 2A TETO - 15X160X06M;não;(FERT) PRODUTO ACABADO;0
5050500474;GAL;GALPAO RL360 LONA 2A TETO - 15X165X06M;não;(FERT) PRODUTO ACABADO;0
5050500475;GAL;GALPAO RL360 LONA 2A TETO - 15X170X06M;não;(FERT) PRODUTO ACABADO;0
5050500476;GAL;GALPAO RL360 LONA 2A TETO - 15X175X06M;não;(FERT) PRODUTO ACABADO;0
5050500477;GAL;GALPAO RL360 LONA 2A TETO - 15X180X06M;não;(FERT) PRODUTO ACABADO;0
5050500478;GAL;GALPAO RL360 LONA 2A TETO - 15X185X06M;não;(FERT) PRODUTO ACABADO;0
5050500479;GAL;GALPAO RL360 LONA 2A TETO - 15X190X06M;não;(FERT) PRODUTO ACABADO;0
5050500480;GAL;GALPAO RL360 LONA 2A TETO - 15X195X06M;não;(FERT) PRODUTO ACABADO;0
5050500481;GAL;GALPAO RL360 LONA 2A TETO - 15X200X06M;não;(FERT) PRODUTO ACABADO;0
5050500482;GAL;GALPAO RL360 LONA 2A TETO - 20X010X06M;não;(FERT) PRODUTO ACABADO;0
5050500483;GAL;GALPAO RL360 LONA 2A TETO - 20X015X06M;não;(FERT) PRODUTO ACABADO;0
5050500484;GAL;GALPAO RL360 LONA 2A TETO - 20X020X06M;não;(FERT) PRODUTO ACABADO;0
5050500485;GAL;GALPAO RL360 LONA 2A TETO - 20X025X06M;não;(FERT) PRODUTO ACABADO;0
5050500486;GAL;GALPAO RL360 LONA 2A TETO - 20X030X06M;não;(FERT) PRODUTO ACABADO;0
5050500487;GAL;GALPAO RL360 LONA 2A TETO - 20X035X06M;não;(FERT) PRODUTO ACABADO;0
5050500488;GAL;GALPAO RL360 LONA 2A TETO - 20X040X06M;não;(FERT) PRODUTO ACABADO;0
5050500489;GAL;GALPAO RL360 LONA 2A TETO - 20X045X06M;não;(FERT) PRODUTO ACABADO;0
5050500490;GAL;GALPAO RL360 LONA 2A TETO - 20X050X06M;não;(FERT) PRODUTO ACABADO;0
5050500491;GAL;GALPAO RL360 LONA 2A TETO - 20X055X06M;não;(FERT) PRODUTO ACABADO;0
5050500492;GAL;GALPAO RL360 LONA 2A TETO - 20X060X06M;não;(FERT) PRODUTO ACABADO;0
5050500493;GAL;GALPAO RL360 LONA 2A TETO - 20X065X06M;não;(FERT) PRODUTO ACABADO;0
5050500494;GAL;GALPAO RL360 LONA 2A TETO - 20X070X06M;não;(FERT) PRODUTO ACABADO;0
5050500495;GAL;GALPAO RL360 LONA 2A TETO - 20X075X06M;não;(FERT) PRODUTO ACABADO;0
5050500496;GAL;GALPAO RL360 LONA 2A TETO - 20X080X06M;não;(FERT) PRODUTO ACABADO;0
5050500497;GAL;GALPAO RL360 LONA 2A TETO - 20X085X06M;não;(FERT) PRODUTO ACABADO;0
5050500498;GAL;GALPAO RL360 LONA 2A TETO - 20X090X06M;não;(FERT) PRODUTO ACABADO;0
5050500499;GAL;GALPAO RL360 LONA 2A TETO - 20X095X06M;não;(FERT) PRODUTO ACABADO;0
5050500500;GAL;GALPAO RL360 LONA 2A TETO - 20X100X06M;não;(FERT) PRODUTO ACABADO;0
5050500501;GAL;GALPAO RL360 LONA 2A TETO - 20X105X06M;não;(FERT) PRODUTO ACABADO;0
5050500502;GAL;GALPAO RL360 LONA 2A TETO - 20X110X06M;não;(FERT) PRODUTO ACABADO;0
5050500503;GAL;GALPAO RL360 LONA 2A TETO - 20X115X06M;não;(FERT) PRODUTO ACABADO;0
5050500504;GAL;GALPAO RL360 LONA 2A TETO - 20X120X06M;não;(FERT) PRODUTO ACABADO;0
5050500505;GAL;GALPAO RL360 LONA 2A TETO - 20X125X06M;não;(FERT) PRODUTO ACABADO;0
5050500506;GAL;GALPAO RL360 LONA 2A TETO - 20X130X06M;não;(FERT) PRODUTO ACABADO;0
5050500507;GAL;GALPAO RL360 LONA 2A TETO - 20X135X06M;não;(FERT) PRODUTO ACABADO;0
5050500508;GAL;GALPAO RL360 LONA 2A TETO - 20X140X06M;não;(FERT) PRODUTO ACABADO;0
5050500509;GAL;GALPAO RL360 LONA 2A TETO - 20X145X06M;não;(FERT) PRODUTO ACABADO;0
5050500510;GAL;GALPAO RL360 LONA 2A TETO - 20X150X06M;não;(FERT) PRODUTO ACABADO;0
5050500511;GAL;GALPAO RL360 LONA 2A TETO - 20X155X06M;não;(FERT) PRODUTO ACABADO;0
5050500512;GAL;GALPAO RL360 LONA 2A TETO - 20X160X06M;não;(FERT) PRODUTO ACABADO;0
5050500513;GAL;GALPAO RL360 LONA 2A TETO - 20X165X06M;não;(FERT) PRODUTO ACABADO;0
5050500514;GAL;GALPAO RL360 LONA 2A TETO - 20X170X06M;não;(FERT) PRODUTO ACABADO;0
5050500515;GAL;GALPAO RL360 LONA 2A TETO - 20X175X06M;não;(FERT) PRODUTO ACABADO;0
5050500516;GAL;GALPAO RL360 LONA 2A TETO - 20X180X06M;não;(FERT) PRODUTO ACABADO;0
5050500517;GAL;GALPAO RL360 LONA 2A TETO - 20X185X06M;não;(FERT) PRODUTO ACABADO;0
5050500518;GAL;GALPAO RL360 LONA 2A TETO - 20X190X06M;não;(FERT) PRODUTO ACABADO;0
5050500519;GAL;GALPAO RL360 LONA 2A TETO - 20X195X06M;não;(FERT) PRODUTO ACABADO;0
5050500520;GAL;GALPAO RL360 LONA 2A TETO - 20X200X06M;não;(FERT) PRODUTO ACABADO;0
5050500521;GAL;GALPAO RL360 LONA 2A TETO - 25X010X06M;não;(FERT) PRODUTO ACABADO;0
5050500522;GAL;GALPAO RL360 LONA 2A TETO - 25X015X06M;não;(FERT) PRODUTO ACABADO;0
5050500523;GAL;GALPAO RL360 LONA 2A TETO - 25X020X06M;não;(FERT) PRODUTO ACABADO;0
5050500524;GAL;GALPAO RL360 LONA 2A TETO - 25X025X06M;não;(FERT) PRODUTO ACABADO;0
5050500525;GAL;GALPAO RL360 LONA 2A TETO - 25X030X06M;não;(FERT) PRODUTO ACABADO;0
5050500526;GAL;GALPAO RL360 LONA 2A TETO - 25X035X06M;não;(FERT) PRODUTO ACABADO;0
5050500527;GAL;GALPAO RL360 LONA 2A TETO - 25X040X06M;não;(FERT) PRODUTO ACABADO;0
5050500528;GAL;GALPAO RL360 LONA 2A TETO - 25X045X06M;não;(FERT) PRODUTO ACABADO;0
5050500529;GAL;GALPAO RL360 LONA 2A TETO - 25X050X06M;não;(FERT) PRODUTO ACABADO;0
5050500530;GAL;GALPAO RL360 LONA 2A TETO - 25X055X06M;não;(FERT) PRODUTO ACABADO;0
5050500531;GAL;GALPAO RL360 LONA 2A TETO - 25X060X06M;não;(FERT) PRODUTO ACABADO;0
5050500532;GAL;GALPAO RL360 LONA 2A TETO - 25X065X06M;não;(FERT) PRODUTO ACABADO;0
5050500533;GAL;GALPAO RL360 LONA 2A TETO - 25X070X06M;não;(FERT) PRODUTO ACABADO;0
5050500534;GAL;GALPAO RL360 LONA 2A TETO - 25X075X06M;não;(FERT) PRODUTO ACABADO;0
5050500535;GAL;GALPAO RL360 LONA 2A TETO - 25X080X06M;não;(FERT) PRODUTO ACABADO;0
5050500536;GAL;GALPAO RL360 LONA 2A TETO - 25X085X06M;não;(FERT) PRODUTO ACABADO;0
5050500537;GAL;GALPAO RL360 LONA 2A TETO - 25X090X06M;não;(FERT) PRODUTO ACABADO;0
5050500538;GAL;GALPAO RL360 LONA 2A TETO - 25X095X06M;não;(FERT) PRODUTO ACABADO;0
5050500539;GAL;GALPAO RL360 LONA 2A TETO - 25X100X06M;não;(FERT) PRODUTO ACABADO;0
5050500540;GAL;GALPAO RL360 LONA 2A TETO - 25X105X06M;não;(FERT) PRODUTO ACABADO;0
5050500541;GAL;GALPAO RL360 LONA 2A TETO - 25X110X06M;não;(FERT) PRODUTO ACABADO;0
5050500542;GAL;GALPAO RL360 LONA 2A TETO - 25X115X06M;não;(FERT) PRODUTO ACABADO;0
5050500543;GAL;GALPAO RL360 LONA 2A TETO - 25X120X06M;não;(FERT) PRODUTO ACABADO;0
5050500544;GAL;GALPAO RL360 LONA 2A TETO - 25X125X06M;não;(FERT) PRODUTO ACABADO;0
5050500545;GAL;GALPAO RL360 LONA 2A TETO - 25X130X06M;não;(FERT) PRODUTO ACABADO;0
5050500546;GAL;GALPAO RL360 LONA 2A TETO - 25X135X06M;não;(FERT) PRODUTO ACABADO;0
5050500547;GAL;GALPAO RL360 LONA 2A TETO - 25X140X06M;não;(FERT) PRODUTO ACABADO;0
5050500548;GAL;GALPAO RL360 LONA 2A TETO - 25X145X06M;não;(FERT) PRODUTO ACABADO;0
5050500549;GAL;GALPAO RL360 LONA 2A TETO - 25X150X06M;não;(FERT) PRODUTO ACABADO;0
5050500550;GAL;GALPAO RL360 LONA 2A TETO - 25X155X06M;não;(FERT) PRODUTO ACABADO;0
5050500551;GAL;GALPAO RL360 LONA 2A TETO - 25X160X06M;não;(FERT) PRODUTO ACABADO;0
5050500552;GAL;GALPAO RL360 LONA 2A TETO - 25X165X06M;não;(FERT) PRODUTO ACABADO;0
5050500553;GAL;GALPAO RL360 LONA 2A TETO - 25X170X06M;não;(FERT) PRODUTO ACABADO;0
5050500554;GAL;GALPAO RL360 LONA 2A TETO - 25X175X06M;não;(FERT) PRODUTO ACABADO;0
5050500555;GAL;GALPAO RL360 LONA 2A TETO - 25X180X06M;não;(FERT) PRODUTO ACABADO;0
5050500556;GAL;GALPAO RL360 LONA 2A TETO - 25X185X06M;não;(FERT) PRODUTO ACABADO;0
5050500557;GAL;GALPAO RL360 LONA 2A TETO - 25X190X06M;não;(FERT) PRODUTO ACABADO;0
5050500558;GAL;GALPAO RL360 LONA 2A TETO - 25X195X06M;não;(FERT) PRODUTO ACABADO;0
5050500559;GAL;GALPAO RL360 LONA 2A TETO - 25X200X06M;não;(FERT) PRODUTO ACABADO;0
5050500560;GAL;GALPAO RL360 LONA 2A TETO - 30X010X06M;não;(FERT) PRODUTO ACABADO;0
5050500561;GAL;GALPAO RL360 LONA 2A TETO - 30X015X06M;não;(FERT) PRODUTO ACABADO;0
5050500562;GAL;GALPAO RL360 LONA 2A TETO - 30X020X06M;não;(FERT) PRODUTO ACABADO;0
5050500563;GAL;GALPAO RL360 LONA 2A TETO - 30X025X06M;não;(FERT) PRODUTO ACABADO;0
5050500564;GAL;GALPAO RL360 LONA 2A TETO - 30X030X06M;não;(FERT) PRODUTO ACABADO;0
5050500565;GAL;GALPAO RL360 LONA 2A TETO - 30X035X06M;não;(FERT) PRODUTO ACABADO;0
5050500566;GAL;GALPAO RL360 LONA 2A TETO - 30X040X06M;não;(FERT) PRODUTO ACABADO;0
5050500567;GAL;GALPAO RL360 LONA 2A TETO - 30X045X06M;não;(FERT) PRODUTO ACABADO;0
5050500568;GAL;GALPAO RL360 LONA 2A TETO - 30X050X06M;não;(FERT) PRODUTO ACABADO;0
5050500569;GAL;GALPAO RL360 LONA 2A TETO - 30X055X06M;não;(FERT) PRODUTO ACABADO;0
5050500570;GAL;GALPAO RL360 LONA 2A TETO - 30X060X06M;não;(FERT) PRODUTO ACABADO;0
5050500571;GAL;GALPAO RL360 LONA 2A TETO - 30X065X06M;não;(FERT) PRODUTO ACABADO;0
5050500572;GAL;GALPAO RL360 LONA 2A TETO - 30X070X06M;não;(FERT) PRODUTO ACABADO;0
5050500573;GAL;GALPAO RL360 LONA 2A TETO - 30X075X06M;não;(FERT) PRODUTO ACABADO;0
5050500574;GAL;GALPAO RL360 LONA 2A TETO - 30X080X06M;não;(FERT) PRODUTO ACABADO;0
5050500575;GAL;GALPAO RL360 LONA 2A TETO - 30X085X06M;não;(FERT) PRODUTO ACABADO;0
5050500576;GAL;GALPAO RL360 LONA 2A TETO - 30X090X06M;não;(FERT) PRODUTO ACABADO;0
5050500577;GAL;GALPAO RL360 LONA 2A TETO - 30X095X06M;não;(FERT) PRODUTO ACABADO;0
5050500578;GAL;GALPAO RL360 LONA 2A TETO - 30X100X06M;não;(FERT) PRODUTO ACABADO;0
5050500579;GAL;GALPAO RL360 LONA 2A TETO - 30X105X06M;não;(FERT) PRODUTO ACABADO;0
5050500580;GAL;GALPAO RL360 LONA 2A TETO - 30X110X06M;não;(FERT) PRODUTO ACABADO;0
5050500581;GAL;GALPAO RL360 LONA 2A TETO - 30X115X06M;não;(FERT) PRODUTO ACABADO;0
5050500582;GAL;GALPAO RL360 LONA 2A TETO - 30X120X06M;não;(FERT) PRODUTO ACABADO;0
5050500583;GAL;GALPAO RL360 LONA 2A TETO - 30X125X06M;não;(FERT) PRODUTO ACABADO;0
5050500584;GAL;GALPAO RL360 LONA 2A TETO - 30X130X06M;não;(FERT) PRODUTO ACABADO;0
5050500585;GAL;GALPAO RL360 LONA 2A TETO - 30X135X06M;não;(FERT) PRODUTO ACABADO;0
5050500586;GAL;GALPAO RL360 LONA 2A TETO - 30X140X06M;não;(FERT) PRODUTO ACABADO;0
5050500587;GAL;GALPAO RL360 LONA 2A TETO - 30X145X06M;não;(FERT) PRODUTO ACABADO;0
5050500588;GAL;GALPAO RL360 LONA 2A TETO - 30X150X06M;não;(FERT) PRODUTO ACABADO;0
5050500589;GAL;GALPAO RL360 LONA 2A TETO - 30X155X06M;não;(FERT) PRODUTO ACABADO;0
5050500590;GAL;GALPAO RL360 LONA 2A TETO - 30X160X06M;não;(FERT) PRODUTO ACABADO;0
5050500591;GAL;GALPAO RL360 LONA 2A TETO - 30X165X06M;não;(FERT) PRODUTO ACABADO;0
5050500592;GAL;GALPAO RL360 LONA 2A TETO - 30X170X06M;não;(FERT) PRODUTO ACABADO;0
5050500593;GAL;GALPAO RL360 LONA 2A TETO - 30X175X06M;não;(FERT) PRODUTO ACABADO;0
5050500594;GAL;GALPAO RL360 LONA 2A TETO - 30X180X06M;não;(FERT) PRODUTO ACABADO;0
5050500595;GAL;GALPAO RL360 LONA 2A TETO - 30X185X06M;não;(FERT) PRODUTO ACABADO;0
5050500596;GAL;GALPAO RL360 LONA 2A TETO - 30X190X06M;não;(FERT) PRODUTO ACABADO;0
5050500597;GAL;GALPAO RL360 LONA 2A TETO - 30X195X06M;não;(FERT) PRODUTO ACABADO;0
5050500598;GAL;GALPAO RL360 LONA 2A TETO - 30X200X06M;não;(FERT) PRODUTO ACABADO;0
5050500599;GAL;GALPAO RL360 LONA 2A TETO - 35X010X06M;não;(FERT) PRODUTO ACABADO;0
5050500600;GAL;GALPAO RL360 LONA 2A TETO - 35X015X06M;não;(FERT) PRODUTO ACABADO;0
5050500601;GAL;GALPAO RL360 LONA 2A TETO - 35X020X06M;não;(FERT) PRODUTO ACABADO;0
5050500602;GAL;GALPAO RL360 LONA 2A TETO - 35X025X06M;não;(FERT) PRODUTO ACABADO;0
5050500603;GAL;GALPAO RL360 LONA 2A TETO - 35X030X06M;não;(FERT) PRODUTO ACABADO;0
5050500604;GAL;GALPAO RL360 LONA 2A TETO - 35X035X06M;não;(FERT) PRODUTO ACABADO;0
5050500605;GAL;GALPAO RL360 LONA 2A TETO - 35X040X06M;não;(FERT) PRODUTO ACABADO;0
5050500606;GAL;GALPAO RL360 LONA 2A TETO - 35X045X06M;não;(FERT) PRODUTO ACABADO;0
